candidate_key,display_name,candidate_type,canonical_entity_id,mention_count,distinct_content_count,distinct_source_count,speaker_count,triage_score,review_priority,signal_types,sample_content_id,sample_snippet,batch_id,source_label
richard medhurst,Richard Medhurst,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,YItOkNjS4OY,down other oil going to China and someone pointed out Richard Medhurst,20260920T071212Z_REBUILD,rebuild_all
right actually,Right. Actually,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,wfpVe_F_0UE,"prices at once the capital is destroyed. >> Right. Actually, if you look at the tax",20260920T071212Z_REBUILD,rebuild_all
right ai,Right. AI,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,why I want to get the word out that it doesn't have to be that way. Right. AI,20260920T071212Z_REBUILD,rebuild_all
right and and,Right. And And,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,FXNfNrtGHlo,that leaves no doubt on that issue. >> Right. And And part of the madness is,20260920T071212Z_REBUILD,rebuild_all
right and and i,Right. And And I,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,FXNfNrtGHlo,">> Yeah. >> Right. And And I think you know, because",20260920T071212Z_REBUILD,rebuild_all
right and i i,Right. And I I,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,Xu8_onfDCsQ,this modern crazy world. >> Right. And I I think that,20260920T071212Z_REBUILD,rebuild_all
right because,Right. Because,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,centralized compute to people. Right. >> Right. Because you this notion of,20260920T071212Z_REBUILD,rebuild_all
right but,Right. But,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,tdcH4dZ12vQ,"defaulting, it's a plan. >> Right. But, when they were when they",20260920T071212Z_REBUILD,rebuild_all
right do,Right. Do,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,RD8gcj5aP74,>> Right. >> Right. Do everything you can to keep,20260920T071212Z_REBUILD,rebuild_all
right exactly,Right. Exactly,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,encroaching on freedom. >> Right. Exactly.,20260920T071212Z_REBUILD,rebuild_all
right exactly exactly so,Right. Exactly. Exactly. So,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,">> Right. >> Right. Exactly. Exactly. So, we're",20260920T071212Z_REBUILD,rebuild_all
right for,Right. For,organization,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,"make it a company. >> Right. For me, this controversy started",20260920T071212Z_REBUILD,rebuild_all
right from afghanistan,Right. From Afghanistan,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vVa6h4WYlOw,"appropriation. >> Right. From Afghanistan, from Iraq, um",20260920T071212Z_REBUILD,rebuild_all
right is,Right. Is,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,INWRgXjwPXk,federal district court judges? Right. Is that is it is you you are you,20260920T071212Z_REBUILD,rebuild_all
right it,Right. It,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,FXNfNrtGHlo,>> Yeah. >> Right. It did It's It's It's calculated.,20260920T071212Z_REBUILD,rebuild_all
right now,Right. Now,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mD_aE7ZCMoo,">> Yeah. >> Right. Now,",20260920T071212Z_REBUILD,rebuild_all
right o brien slow,Right. O'Brien Slow,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,>> something go wrong at will. >> Right. O'Brien Slow was Murphy was an,20260920T071212Z_REBUILD,rebuild_all
right okay,Right. Okay,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,eyItREqSFvA,">> Yes, yes. >> Right. Okay, so for those of you who who",20260920T071212Z_REBUILD,rebuild_all
right right and,Right. Right. And,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,need to know how the perfect example. >> Right. Right. And at that point when I,20260920T071212Z_REBUILD,rebuild_all
right right not not,Right. Right. Not Not,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,LTWifAkVVDg,Right? >> Right. Right. Not Not putting a target,20260920T071212Z_REBUILD,rebuild_all
right right so,Right. Right. So,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,>> I bet. >> Right. Right. So it depends on where you,20260920T071212Z_REBUILD,rebuild_all
right right there s,Right. Right. There's,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,information. >> Right. Right. There's that and just kind,20260920T071212Z_REBUILD,rebuild_all
right there s,Right. There's,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,-YPhdbbhvv4,"transparency. >> Right. There's not only a no privacy,",20260920T071212Z_REBUILD,rebuild_all
right they re,Right. They're,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,1q3O8KbUHfU,>> It's their money. Right. They're not going to have Jeff,20260920T071212Z_REBUILD,rebuild_all
right which,Right. Which,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,>> Exactly. Exactly. And and I I share those concerns. Right. Which is partly,20260920T071212Z_REBUILD,rebuild_all
riia,RIIA,organization,,3,1,1,0,19,LOW,proper_case,ChdoKKB48CU,"Affairs, the Council on Foreign Relations, the CFR, and the RIIA, and",20260920T071212Z_REBUILD,rebuild_all
robert kennedy,Robert Kennedy,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,Oxk8BAFUdBE,>> And um perhaps you can count Robert Kennedy,20260920T071212Z_REBUILD,rebuild_all
rockefeller,Rockefeller,named_entity,,3,1,1,0,19,LOW,proper_case,C-nY_mj1XtE,he's talking about because he's so deeply indoctrinated by Rockefeller,20260920T071212Z_REBUILD,rebuild_all
rogue foods and i m,Rogue Foods and I'm,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,happened was Katherine sent was sent me to Rogue Foods and I'm blessed for that,20260920T071212Z_REBUILD,rebuild_all
rogue foods i,Rogue Foods I,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,year it's doubled in size I believe. Um at Rogue Foods I got a bunch of new,20260920T071212Z_REBUILD,rebuild_all
roi,ROI,named_entity,,3,1,1,0,19,LOW,proper_case,wfpVe_F_0UE,announced CapEx increases recently are getting punished because there are ROI,20260920T071212Z_REBUILD,rebuild_all
romania,Romania,named_entity,,3,1,1,0,19,LOW,proper_case,XBdxRddutME,"Eastern Europe. For Poland, for Hungary, Romania, and so",20260920T071212Z_REBUILD,rebuild_all
ron desantis i,Ron DeSantis. I,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,WET6BjpHGkc,I don't like that. And and this is not a slam on Ron DeSantis. I don't think,20260920T071212Z_REBUILD,rebuild_all
rothschild,Rothschild,named_entity,,3,1,1,0,19,LOW,proper_case,mD_aE7ZCMoo,">> PayPal Mafia, here we go. The architecture of power and the Rothschild",20260920T071212Z_REBUILD,rebuild_all
rushmore and,Rushmore. And,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,Crazy Horse. Crazy Horse is way better than Rushmore. And it's a way better,20260920T071212Z_REBUILD,rebuild_all
rushmore first of,Rushmore. First of,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"things about if we can diverge about Rushmore. First of all, I don't like ice",20260920T071212Z_REBUILD,rebuild_all
rushmore um,Rushmore. Um,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,">> Yeah. By the way, if you come to South Dakota, okay, you go to Rushmore. Um two",20260920T071212Z_REBUILD,rebuild_all
russia and i,Russia and I,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,very close relationship both with Iran and with Russia and I think the Russians,20260920T071212Z_REBUILD,rebuild_all
russia for,Russia. For,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,"rest of the world, but the the the tanker war against Russia. For example,",20260920T071212Z_REBUILD,rebuild_all
sabbatean frankist,Sabbatean Frankist,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,ChdoKKB48CU,connected to the Messianic movement of Sabbatean Frankist circles in Frankfurt,20260920T071212Z_REBUILD,rebuild_all
salary report and,Salary Report and,product,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"Ladies and gentlemen, welcome to the Salary Report and welcome to Sou Falls,",20260920T071212Z_REBUILD,rebuild_all
sallie mae,Sallie Mae,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,tdcH4dZ12vQ,"remember I used to be on the board of Sallie Mae, right?",20260920T071212Z_REBUILD,rebuild_all
salt lake city,Salt Lake City,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,9Td1lcX-Cno,by yet another internet cable being cut that brought down the Salt Lake City air,20260920T071212Z_REBUILD,rebuild_all
salt lake city i,Salt Lake City I,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,>> So let me uh get back to I was when I on my way to Salt Lake City I came through,20260920T071212Z_REBUILD,rebuild_all
salt lake city s,Salt Lake City's,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,9Td1lcX-Cno,because Salt Lake City's air traffic had to be,20260920T071212Z_REBUILD,rebuild_all
salt lake city i ve,Salt Lake City. I've,product,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,Celeria Report. This is Katherine Austin Fitz. I am in Salt Lake City. I've had,20260920T071212Z_REBUILD,rebuild_all
samsung,Samsung,named_entity,,3,1,1,0,19,LOW,proper_case,r7POfIOIJd8,"It's going to send that back to the mothership, LG, uh Samsung, whoever,",20260920T071212Z_REBUILD,rebuild_all
satan um,Satan. Um,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,71DIp8e2mXk,at it as like a one puppet master. I think things are less maybe Satan. Um,20260920T071212Z_REBUILD,rebuild_all
saudi,Saudi,named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,>> And who who do you think will lead that in the Gulf? Will it be Saudi?,20260920T071212Z_REBUILD,rebuild_all
saudi and qatar,Saudi and Qatar,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,">> Yes, Saudi. Yeah, >> Saudi and Qatar is moving that way too",20260920T071212Z_REBUILD,rebuild_all
saudi arabia and,Saudi Arabia and,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,think it's going to be led partly by Saudi Arabia and um and um with Russia,20260920T071212Z_REBUILD,rebuild_all
saudi yeah,Saudi. Yeah,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,"in the Gulf? Will it be Saudi? >> Yes, Saudi. Yeah,",20260920T071212Z_REBUILD,rebuild_all
scott bosun,Scott Bosun,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,mD_aE7ZCMoo,"and you've got to deal with them one by one. So, if you're a Scott Bosun who",20260920T071212Z_REBUILD,rebuild_all
sec and the sec,SEC and the SEC,government,,3,1,1,0,19,LOW,proper_case,tQjAGbYIw00,SEC said? This is my favorite. It got to the SEC and the SEC,20260920T071212Z_REBUILD,rebuild_all
selective service service system,Selective Service Service System,product,,3,1,1,0,19,LOW,proper_case,es1SX2TSqz8,starting December 19th of this year. The Selective Service Service System will,20260920T071212Z_REBUILD,rebuild_all
senate and,Senate and,government,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,and then basically we fumbled it in the Senate and this was kind of my fault. We,20260920T071212Z_REBUILD,rebuild_all
senate and round,Senate and Round,government,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,enforced. uh Thoon shouldn't be uh where he is in the Senate and Round shouldn't,20260920T071212Z_REBUILD,rebuild_all
september so,September. So,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,ZW6Lf7iQV3Q,"on a range of goods effective late September. So, we haven't seen these",20260920T071212Z_REBUILD,rebuild_all
shakespeare,Shakespeare,named_entity,,3,1,1,0,19,LOW,proper_case,LCbpnzlLKg8,of what was right and wrong that I described sort of Shakespeare,20260920T071212Z_REBUILD,rebuild_all
si siamese,Si Siamese,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,always say that fighting with China is like two Si Siamese twins fighting and,20260920T071212Z_REBUILD,rebuild_all
silicon valley and,Silicon Valley. And,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"it, but that is kind of the attitude um in Silicon Valley. And uh we just saw",20260920T071212Z_REBUILD,rebuild_all
sioux falls,Sioux Falls,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,RRPA9FVZ2Ds,"Nebraska, and I'm from Sioux Falls, South",20260920T071212Z_REBUILD,rebuild_all
social security,Social Security,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"of cash movement that's sort of worldwide. Um, Social Security is going",20260920T071212Z_REBUILD,rebuild_all
solar,Solar,named_entity,,3,1,1,0,19,LOW,proper_case,mq7GSzwaGBw,we do ourselves too. >> So my number one goal at Solar is first,20260920T071212Z_REBUILD,rebuild_all
solari report your,Solari Report. Your,product,,3,1,1,0,19,LOW,proper_case,KiRtjIh2kjc,"So, welcome [snorts] Mr. Temple to the Solari Report. Your book has made waves",20260920T071212Z_REBUILD,rebuild_all
solarians and,Solarians and,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,hxQGwThmCD8,something that I for a long time wanted to bring across to the Solarians and to,20260920T071212Z_REBUILD,rebuild_all
soleri,Soleri,named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,thing handout I gave them is this Solary business flyer that Soleri did for us.,20260920T071212Z_REBUILD,rebuild_all
some of the,Some of the,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,Xu8_onfDCsQ,added to my skill set if I chose to. Some of the,20260920T071212Z_REBUILD,rebuild_all
some of the some of,Some of the Some of,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,WGn_E_9ZS2Q,>> Just just outright grab the wallets. Some of the Some of them may be like,20260920T071212Z_REBUILD,rebuild_all
sorry,Sorry,named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,">> So did Kuwait. Okay. Both all both of those states said, ""Sorry, we are with",20260920T071212Z_REBUILD,rebuild_all
sou falls and,Sou Falls and,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,going to sneaky annex some land on the edge of town between Sou Falls and,20260920T071212Z_REBUILD,rebuild_all
souf falls,Souf Falls,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,and I showed them some pictures of them. Flock cameras. Souf Falls has a ton of,20260920T071212Z_REBUILD,rebuild_all
south dakota it,South Dakota. It,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,resonate. We need a natural disaster in South Dakota. It did not re that that,20260920T071212Z_REBUILD,rebuild_all
south dakota it s,South Dakota. It's,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,>> continued to circulate and multiply within South Dakota. It's amazing in,20260920T071212Z_REBUILD,rebuild_all
south dakota that s,South Dakota. That's,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,businesses on it in the whole state of South Dakota. That's what I could come,20260920T071212Z_REBUILD,rebuild_all
south dakota we,South Dakota. We,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"trust. I mean, we live in a world of trust here in South Dakota. We all leave",20260920T071212Z_REBUILD,rebuild_all
south dotans,South Dotans,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,New York or Visa headquartered in San Francisco. Do we as South Dotans really,20260920T071212Z_REBUILD,rebuild_all
southeast united states,Southeast United States,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,9Td1lcX-Cno,that messed up air traffic control in the entire Southeast United States,20260920T071212Z_REBUILD,rebuild_all
st nevis s so,St. Nevis's. So,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,tUE5vpNZDtU,"to the Americans um through um the Caribbean, through St. Nevis's. So they",20260920T071212Z_REBUILD,rebuild_all
st petersburg,St. Petersburg,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,and he came there from having had talks in Moscow to in St. Petersburg with with,20260920T071212Z_REBUILD,rebuild_all
stalin s,Stalin's,named_entity,,3,1,1,0,19,LOW,proper_case,RRdQPuFQCik,Polish history when they're under the boot heel of Stalin's uh Warsaw Pact,20260920T071212Z_REBUILD,rebuild_all
straits of malika,Straits of Malika,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,Do you think that the US is going to try and squeeze on the Straits of Malika as,20260920T071212Z_REBUILD,rebuild_all
substack it s,Substack. It's,media_show,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,everyone that they check out conflicts forum Substack. It's an invaluable,20260920T071212Z_REBUILD,rebuild_all
sun and,Sun and,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,oc8B5AqvkUE,way on the actual physical act of the Earth going around the Sun and they,20260920T071212Z_REBUILD,rebuild_all
sun although,Sun. Although,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,oc8B5AqvkUE,at the stake for saying that the Earth went round the Sun. Although there were,20260920T071212Z_REBUILD,rebuild_all
susan and,Susan and,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"have to tell you, spending 24 hours with Susan and her family is always an",20260920T071212Z_REBUILD,rebuild_all
susan lucha so,Susan Lucha. So,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"hero of the year and the head of team cash, Susan Lucha. So, you need no",20260920T071212Z_REBUILD,rebuild_all
susan luchas,Susan Luchas,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,vR-o6IGspmU,"Okay, great. You've inspired me. >> Susan Luchas, thank you so much. Ladies",20260920T071212Z_REBUILD,rebuild_all
suv,SUV,product,,3,1,1,0,19,LOW,proper_case,v4d389XfJbA,photos taken by the cameras in the Flock app showing his SUV,20260920T071212Z_REBUILD,rebuild_all
switzerland,Switzerland,named_entity,,3,1,1,0,19,LOW,proper_case,eyItREqSFvA,"And everybody would you know, can I go to Switzerland? Can I put my money in a",20260920T071212Z_REBUILD,rebuild_all
syria we re,Syria. We're,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,MGnJEb4sXwM,"bust that and said, ""No, we're going to take, you know, Syria. We're going to",20260920T071212Z_REBUILD,rebuild_all
t bills i,T-bills. I,person_or_named_entity,,3,1,1,0,19,LOW,proper_case,4L0_mfIwTzY,">> well, a default option for some people is T-bills. I know you have the reasons",20260920T071212Z_REBUILD,rebuild_all
